history_window_start_year,history_window_start_month,history_window_start_day,history_window_end_year,history_window_end_month,history_window_end_day,prediction_window_start_year,prediction_window_start_month,prediction_window_start_day,prediction_window_end_year,prediction_window_end_month,prediction_window_end_day,income_amount,expense_amount,withdrawal_amount,balance_mean,balance_median,balance_std,balance_eod,amount_mean,amount_median,amount_std,amount_min,amount_max,type_INCOME_count,type_EXPENSE_count,type_WITHDRAWAL_count,operation_DEPOSIT_count,operation_WITHDRAWAL_count,operation_CARD WITHDRAWAL_count,operation_TRANSFER TO ACCOUNT_count,operation_TRANSFER FROM ACCOUNT_count,k_symbol_PENSION_count,k_symbol_INTEREST_count,k_symbol_SIPO PAYMENT_count,k_symbol_SERVICES_count,k_symbol_INSURANCE_count,k_symbol_LOAN_count,k_symbol_PENALTY INTEREST_count,k_symbol_UNKNOWN_count,unique_bank_count,unique_transfer_account_count,unique_account_id_count,target_next_window_cashflow,target_next_window_cashflow_lag_1,target_next_window_cashflow_lag_2,target_next_window_cashflow_lag_3,target_next_window_cashflow_lag_4,target_next_window_cashflow_lag_5,target_next_window_cashflow_lag_6,target_next_window_cashflow_lag_7
1993,1,8,1993,1,15,1993,1,15,1993,1,22,268887.0,0.0,0.0,5689.74,1000.0,8136.839670841474,1000.0,5377.74,1000.0,7854.820591385722,200.0,44749.0,50,0,0,42,0,0,0,8,7,0,0,0,0,0,0,43,7,8,42,103523.0,162379.0,210846.0,265365.0,275024.0,258608.0,292433.0,268887.0
1993,1,9,1993,1,16,1993,1,16,1993,1,23,292433.0,0.0,0.0,7505.682926829269,4870.0,10664.175044134974,500.0,7132.512195121952,4276.0,10442.269820594447,200.0,46552.0,41,0,0,33,0,0,0,8,7,0,0,0,0,0,0,34,7,8,36,80764.0,103523.0,162379.0,210846.0,265365.0,275024.0,258608.0,292433.0
1993,1,10,1993,1,17,1993,1,17,1993,1,24,258608.0,0.0,0.0,7550.222222222223,4923.0,10975.31435309287,13456.0,7183.555555555556,4373.0,10776.797094934878,200.0,46552.0,36,0,0,28,0,0,0,8,7,0,0,0,0,0,0,29,7,8,32,83948.0,80764.0,103523.0,162379.0,210846.0,265365.0,275024.0,258608.0
1993,1,11,1993,1,18,1993,1,18,1993,1,25,275024.0,0.0,0.0,8474.235294117647,5091.5,11481.614409921216,1000.0,8088.941176470588,4488.5,11289.11745199419,200.0,46552.0,34,0,0,27,0,0,0,7,6,0,0,0,0,0,0,28,6,7,33,146695.0,83948.0,80764.0,103523.0,162379.0,210846.0,265365.0,275024.0
1993,1,12,1993,1,19,1993,1,19,1993,1,26,265365.0,0.0,0.0,8689.53125,5091.5,11763.77659620598,11792.0,8292.65625,4488.5,11565.1305938246,200.0,46552.0,32,0,0,26,0,0,0,6,5,0,0,0,0,0,0,27,5,6,30,137503.0,146695.0,83948.0,80764.0,103523.0,162379.0,210846.0,265365.0
1993,1,13,1993,1,20,1993,1,20,1993,1,27,210846.0,0.0,0.0,8083.185185185185,1000.0,12691.24780201221,700.0,7809.111111111111,1000.0,12486.62612660606,200.0,46552.0,27,0,0,23,0,0,0,4,3,0,0,0,0,0,0,24,4,4,25,193499.0,137503.0,146695.0,83948.0,80764.0,103523.0,162379.0,210846.0
1993,1,14,1993,1,21,1993,1,21,1993,1,28,162379.0,0.0,0.0,7571.772727272727,750.0,13907.261162469249,700.0,7380.863636363636,750.0,13708.145730239079,200.0,46552.0,22,0,0,20,0,0,0,2,1,0,0,0,0,0,0,21,2,2,22,196399.0,193499.0,137503.0,146695.0,83948.0,80764.0,103523.0,162379.0
1993,1,15,1993,1,22,1993,1,22,1993,1,29,103523.0,0.0,0.0,5559.105263157895,700.0,11793.503526634848,1100.0,5448.578947368421,700.0,11653.600765980682,200.0,46552.0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,193099.0,196399.0,193499.0,137503.0,146695.0,83948.0,80764.0,103523.0
1993,1,16,1993,1,23,1993,1,23,1993,1,30,80764.0,0.0,0.0,3834.7272727272725,700.0,6663.108263536,7968.0,3671.090909090909,700.0,6391.465260941202,200.0,23323.0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,225089.0,193099.0,196399.0,193499.0,137503.0,146695.0,83948.0,80764.0
1993,1,17,1993,1,24,1993,1,24,1993,1,31,83948.0,0.0,0.0,3808.64,700.0,7117.031332655492,300.0,3357.92,700.0,6155.255118731203,200.0,23323.0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,24,210849.0,225089.0,193099.0,196399.0,193499.0,137503.0,146695.0,83948.0
1993,1,18,1993,1,25,1993,1,25,1993,2,1,146695.0,0.0,0.0,7039.142857142857,700.0,16906.856077440312,53743.0,5239.107142857143,700.0,11684.867261292324,200.0,49752.0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,25,99380.59999999998,210849.0,225089.0,193099.0,196399.0,193499.0,137503.0,146695.0
1993,1,19,1993,1,26,1993,1,26,1993,2,2,137503.0,0.0,0.0,6675.142857142857,700.0,16909.533648242883,200.0,4910.821428571428,700.0,11650.82447902316,200.0,49752.0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,25,103480.6,99380.59999999998,210849.0,225089.0,193099.0,196399.0,193499.0,137503.0
