history_window_start_year,history_window_start_month,history_window_start_day,history_window_end_year,history_window_end_month,history_window_end_day,prediction_window_start_year,prediction_window_start_month,prediction_window_start_day,prediction_window_end_year,prediction_window_end_month,prediction_window_end_day,income_amount,expense_amount,withdrawal_amount,balance_mean,balance_median,balance_std,balance_eod,amount_mean,amount_median,amount_std,amount_min,amount_max,type_INCOME_count,type_EXPENSE_count,type_WITHDRAWAL_count,operation_DEPOSIT_count,operation_WITHDRAWAL_count,operation_CARD WITHDRAWAL_count,operation_TRANSFER TO ACCOUNT_count,operation_TRANSFER FROM ACCOUNT_count,k_symbol_PENSION_count,k_symbol_INTEREST_count,k_symbol_SIPO PAYMENT_count,k_symbol_SERVICES_count,k_symbol_INSURANCE_count,k_symbol_LOAN_count,k_symbol_PENALTY INTEREST_count,k_symbol_UNKNOWN_count,unique_bank_count,unique_transfer_account_count,unique_account_id_count,target_next_window_cashflow,target_next_window_cashflow_lag_1,target_next_window_cashflow_lag_2,target_next_window_cashflow_lag_3,target_next_window_cashflow_lag_4,target_next_window_cashflow_lag_5,target_next_window_cashflow_lag_6,target_next_window_cashflow_lag_7
1993,1,8,1993,1,22,1993,1,22,1993,2,5,372410.0,0.0,0.0,5653.768115942029,1000.0,9193.984484985001,1100.0,5397.246376811594,1000.0,8967.093932828544,200.0,46552.0,69,0,0,61,0,0,0,8,7,0,0,0,0,0,0,62,7,8,59,304530.6,304130.6,274583.6,240983.59999999992,246075.59999999998,294797.0,305853.0,296622.0
1993,1,9,1993,1,23,1993,1,23,1993,2,6,373197.0,0.0,0.0,6223.761904761905,1000.0,9566.628240608557,7968.0,5923.761904761905,1000.0,9324.829069979342,200.0,46552.0,63,0,0,55,0,0,0,8,7,0,0,0,0,0,0,56,7,8,56,468253.6,304530.6,304130.6,274583.6,240983.59999999992,246075.59999999998,294797.0,305853.0
1993,1,10,1993,1,24,1993,1,24,1993,2,7,342556.0,0.0,0.0,6016.786885245901,1000.0,9693.824235245094,300.0,5615.672131147541,1000.0,9300.62976491612,200.0,46552.0,61,0,0,53,0,0,0,8,7,0,0,0,0,0,0,54,7,8,54,562347.6,468253.6,304530.6,304130.6,274583.6,240983.59999999992,246075.59999999998,294797.0
1993,1,11,1993,1,25,1993,1,25,1993,2,8,421719.0,0.0,0.0,7826.129032258064,1000.0,14083.85761178305,53743.0,6801.919354838709,1000.0,11464.012239732387,200.0,49752.0,62,0,0,55,0,0,0,7,6,0,0,0,0,0,0,56,6,7,56,626934.6,562347.6,468253.6,304530.6,304130.6,274583.6,240983.59999999992,246075.59999999998
1993,1,12,1993,1,26,1993,1,26,1993,2,9,402868.0,0.0,0.0,7749.483333333334,1000.0,14303.459571431727,200.0,6714.466666666666,1000.0,11631.441507450525,200.0,49752.0,60,0,0,54,0,0,0,6,5,0,0,0,0,0,0,55,5,6,54,774723.6,626934.6,562347.6,468253.6,304530.6,304130.6,274583.6,240983.59999999992
1993,1,13,1993,1,27,1993,1,27,1993,2,10,404345.0,0.0,0.0,9285.796610169491,1000.0,18472.011446752455,200.0,6853.3050847457625,1000.0,11963.994348351536,200.0,49752.0,59,0,0,55,0,0,0,4,3,0,0,0,0,0,0,56,4,4,51,936530.6,774723.6,626934.6,562347.6,468253.6,304530.6,304130.6,274583.6
1993,1,14,1993,1,28,1993,1,28,1993,2,11,358778.0,0.0,0.0,8756.052631578947,900.0,18842.12067362173,400.0,6294.350877192983,900.0,12146.262343223161,200.0,49752.0,57,0,0,55,0,0,0,2,1,0,0,0,0,0,0,56,2,2,51,1035584.6000000001,936530.6,774723.6,626934.6,562347.6,468253.6,304530.6,304130.6
1993,1,15,1993,1,29,1993,1,29,1993,2,12,296622.0,0.0,0.0,8204.509433962265,700.0,18835.25845897145,200.0,5596.641509433963,700.0,11368.026290187654,200.0,49752.0,53,0,0,53,0,0,0,0,0,0,0,0,0,0,0,53,0,0,47,1182102.6,1035584.6000000001,936530.6,774723.6,626934.6,562347.6,468253.6,304530.6
1993,1,16,1993,1,30,1993,1,30,1993,2,13,305853.0,0.0,0.0,8086.727272727273,800.0,18261.597510800217,38400.0,5560.963636363636,800.0,10754.40332033493,200.0,49752.0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,55,0,0,49,1337753.6,1182102.6,1035584.6000000001,936530.6,774723.6,626934.6,562347.6,468253.6
1993,1,17,1993,1,31,1993,1,31,1993,2,14,294797.0,0.0,0.0,7603.754385964912,800.0,17993.08751525023,800.0,5171.877192982456,800.0,10564.699894443245,200.0,49752.0,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,57,0,0,52,1517950.6,1337753.6,1182102.6,1035584.6000000001,936530.6,774723.6,626934.6,562347.6
