history_window_start_year,history_window_start_month,history_window_start_day,history_window_end_year,history_window_end_month,history_window_end_day,prediction_window_start_year,prediction_window_start_month,prediction_window_start_day,prediction_window_end_year,prediction_window_end_month,prediction_window_end_day,income_amount,expense_amount,withdrawal_amount,balance_mean,balance_median,balance_std,balance_eod,amount_mean,amount_median,amount_std,amount_min,amount_max,type_INCOME_count,type_EXPENSE_count,type_WITHDRAWAL_count,operation_DEPOSIT_count,operation_WITHDRAWAL_count,operation_CARD WITHDRAWAL_count,operation_TRANSFER TO ACCOUNT_count,operation_TRANSFER FROM ACCOUNT_count,k_symbol_PENSION_count,k_symbol_INTEREST_count,k_symbol_SIPO PAYMENT_count,k_symbol_SERVICES_count,k_symbol_INSURANCE_count,k_symbol_LOAN_count,k_symbol_PENALTY INTEREST_count,k_symbol_UNKNOWN_count,unique_bank_count,unique_transfer_account_count,unique_account_id_count,target_next_window_cashflow,target_next_window_cashflow_lag_1,target_next_window_cashflow_lag_2,target_next_window_cashflow_lag_3,target_next_window_cashflow_lag_4,target_next_window_cashflow_lag_5,target_next_window_cashflow_lag_6,target_next_window_cashflow_lag_7
1993,1,8,1993,1,13,1993,1,13,1993,1,18,156264.0,0.0,0.0,4758.971428571429,900.0,5951.616530211693,7446.0,4464.685714285714,900.0,5623.202995422723,200.0,17477.0,35,0,0,31,0,0,0,4,4,0,0,0,0,0,0,31,4,4,31,198254.0,228650.0,236445.0,198400.0,182125.0,156264.0,110785.0,91034.0
1993,1,9,1993,1,14,1993,1,14,1993,1,19,182125.0,0.0,0.0,6291.129032258064,5207.0,6324.729468480242,5209.0,5875.0,4507.0,5971.688063967619,200.0,17477.0,31,0,0,25,0,0,0,6,6,0,0,0,0,0,0,25,5,6,27,160179.0,198254.0,228650.0,236445.0,198400.0,182125.0,156264.0,110785.0
1993,1,10,1993,1,15,1993,1,15,1993,1,20,198400.0,0.0,0.0,6393.939393939394,4870.0,8913.96223958303,1000.0,6012.121212121212,4276.0,8641.069258046047,200.0,44749.0,33,0,0,25,0,0,0,8,7,0,0,0,0,0,0,26,7,8,29,98223.0,160179.0,198254.0,228650.0,236445.0,198400.0,182125.0,156264.0
1993,1,11,1993,1,16,1993,1,16,1993,1,21,236445.0,0.0,0.0,8291.5,5091.5,11713.032278414177,500.0,7881.5,4488.5,11518.37621682908,200.0,46552.0,30,0,0,23,0,0,0,7,6,0,0,0,0,0,0,24,6,7,29,52071.0,98223.0,160179.0,198254.0,228650.0,236445.0,198400.0,182125.0
1993,1,12,1993,1,17,1993,1,17,1993,1,22,228650.0,0.0,0.0,9225.0,5208.0,12303.968949895801,13456.0,8794.23076923077,4758.0,12121.600360703838,200.0,46552.0,26,0,0,20,0,0,0,6,5,0,0,0,0,0,0,21,5,6,25,43315.0,52071.0,98223.0,160179.0,198254.0,228650.0,236445.0,198400.0
1993,1,13,1993,1,18,1993,1,18,1993,1,23,198254.0,0.0,0.0,9745.42857142857,4870.0,13815.883379543373,1000.0,9440.666666666666,4470.0,13622.397514143146,200.0,46552.0,21,0,0,17,0,0,0,4,3,0,0,0,0,0,0,18,4,4,20,42185.0,43315.0,52071.0,98223.0,160179.0,198254.0,228650.0,236445.0
1993,1,14,1993,1,19,1993,1,19,1993,1,24,160179.0,0.0,0.0,9669.35294117647,1000.0,15273.117592444809,11792.0,9422.29411764706,1000.0,15071.085838306019,200.0,46552.0,17,0,0,15,0,0,0,2,1,0,0,0,0,0,0,16,2,2,17,47233.0,42185.0,43315.0,52071.0,98223.0,160179.0,198254.0,228650.0
1993,1,15,1993,1,20,1993,1,20,1993,1,25,98223.0,0.0,0.0,8360.25,850.0,14293.40303092813,700.0,8185.25,850.0,14141.810422386778,200.0,46552.0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,134103.0,47233.0,42185.0,43315.0,52071.0,98223.0,160179.0,198254.0
1993,1,16,1993,1,21,1993,1,21,1993,1,26,52071.0,0.0,0.0,4489.25,700.0,7683.335818214283,700.0,4339.25,700.0,7453.619268821386,200.0,23323.0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,135303.0,134103.0,47233.0,42185.0,43315.0,52071.0,98223.0,160179.0
1993,1,17,1993,1,22,1993,1,22,1993,1,27,43315.0,0.0,0.0,2800.9375,700.0,6265.1553794911315,1100.0,2707.1875,700.0,6060.185731133439,200.0,23323.0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,188199.0,135303.0,134103.0,47233.0,42185.0,43315.0,52071.0,98223.0
1993,1,18,1993,1,23,1993,1,23,1993,1,28,42185.0,0.0,0.0,2499.1666666666665,600.0,4805.731262834849,7968.0,2343.6111111111113,600.0,4447.348703095824,200.0,16125.0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,167706.0,188199.0,135303.0,134103.0,47233.0,42185.0,43315.0,52071.0
1993,1,19,1993,1,24,1993,1,24,1993,1,29,47233.0,0.0,0.0,3000.0526315789475,700.0,6228.795643119358,300.0,2485.9473684210525,700.0,4778.390576028295,200.0,16125.0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,152466.0,167706.0,188199.0,135303.0,134103.0,47233.0,42185.0,43315.0
