history_window_start_year,history_window_start_month,history_window_start_day,history_window_end_year,history_window_end_month,history_window_end_day,prediction_window_start_year,prediction_window_start_month,prediction_window_start_day,prediction_window_end_year,prediction_window_end_month,prediction_window_end_day,income_amount,expense_amount,withdrawal_amount,balance_mean,balance_median,balance_std,balance_eod,amount_mean,amount_median,amount_std,amount_min,amount_max,type_INCOME_count,type_EXPENSE_count,type_WITHDRAWAL_count,operation_DEPOSIT_count,operation_WITHDRAWAL_count,operation_CARD WITHDRAWAL_count,operation_TRANSFER TO ACCOUNT_count,operation_TRANSFER FROM ACCOUNT_count,k_symbol_PENSION_count,k_symbol_INTEREST_count,k_symbol_SIPO PAYMENT_count,k_symbol_SERVICES_count,k_symbol_INSURANCE_count,k_symbol_LOAN_count,k_symbol_PENALTY INTEREST_count,k_symbol_UNKNOWN_count,unique_bank_count,unique_transfer_account_count,unique_account_id_count,target_next_window_cashflow,target_next_window_cashflow_lag_1,target_next_window_cashflow_lag_2,target_next_window_cashflow_lag_3,target_next_window_cashflow_lag_4,target_next_window_cashflow_lag_5,target_next_window_cashflow_lag_6,target_next_window_cashflow_lag_7
1993,1,8,1993,1,9,1993,1,9,1993,1,10,23506.0,0.0,0.0,2191.4545454545455,600.0,3829.596541768764,400.0,2136.909090909091,600.0,3726.9708197018513,300.0,11832.0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,46981.0,23506.0,10340.0,1200.0,9624.0,2600.0,3700.0,1500.0
1993,1,9,1993,1,10,1993,1,10,1993,1,11,46981.0,0.0,0.0,8230.166666666666,7725.5,8545.845690548518,17966.0,7830.166666666667,7375.5,8124.417429370962,200.0,17366.0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,9007.0,46981.0,23506.0,10340.0,1200.0,9624.0,2600.0,3700.0
1993,1,10,1993,1,11,1993,1,11,1993,1,12,9007.0,0.0,0.0,1921.4,800.0,2625.526575755805,1000.0,1801.4,800.0,2357.9036876004925,500.0,6007.0,5,0,0,4,0,0,0,1,1,0,0,0,0,0,0,4,1,1,5,20951.0,9007.0,46981.0,23506.0,10340.0,1200.0,9624.0,2600.0
1993,1,11,1993,1,12,1993,1,12,1993,1,13,20951.0,0.0,0.0,4470.2,900.0,5589.515739310517,800.0,4190.2,900.0,5296.66651772603,400.0,12644.0,5,0,0,4,0,0,0,1,1,0,0,0,0,0,0,4,1,1,5,55819.0,20951.0,9007.0,46981.0,23506.0,10340.0,1200.0,9624.0
1993,1,12,1993,1,13,1993,1,13,1993,1,14,55819.0,0.0,0.0,7639.875,6220.5,6415.358211522008,7446.0,6977.375,5470.5,6068.522671187304,800.0,17477.0,8,0,0,6,0,0,0,2,2,0,0,0,0,0,0,6,2,2,8,49367.0,55819.0,20951.0,9007.0,46981.0,23506.0,10340.0,1200.0
1993,1,13,1993,1,14,1993,1,14,1993,1,15,49367.0,0.0,0.0,7509.571428571428,6218.0,6254.474794287763,5209.0,7052.428571428572,5718.0,5888.244357959987,800.0,15914.0,7,0,0,5,0,0,0,2,2,0,0,0,0,0,0,5,2,2,7,63256.0,49367.0,55819.0,20951.0,9007.0,46981.0,23506.0,10340.0
1993,1,14,1993,1,15,1993,1,15,1993,1,16,63256.0,0.0,0.0,8169.5,900.0,15595.110167705041,1000.0,7907.0,900.0,15306.869970236054,200.0,44749.0,8,0,0,6,0,0,0,2,1,0,0,0,0,0,0,7,2,2,8,47052.0,63256.0,49367.0,55819.0,20951.0,9007.0,46981.0,23506.0
1993,1,15,1993,1,16,1993,1,16,1993,1,17,47052.0,0.0,0.0,23676.0,23676.0,32775.81352155885,500.0,23526.0,23526.0,32563.681487202888,500.0,46552.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13156.0,47052.0,63256.0,49367.0,55819.0,20951.0,9007.0,46981.0
1993,1,17,1993,1,18,1993,1,18,1993,1,19,25423.0,0.0,0.0,8641.0,1100.0,13148.092751422162,1000.0,8474.333333333334,1100.0,12859.419751035945,1000.0,23323.0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11292.0,25423.0,13156.0,47052.0,63256.0,49367.0,55819.0,20951.0
1993,1,18,1993,1,19,1993,1,19,1993,1,20,11292.0,0.0,0.0,4097.333333333333,300.0,6663.964385659136,11792.0,3764.0,300.0,6086.631909356766,200.0,10792.0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1300.0,11292.0,25423.0,13156.0,47052.0,63256.0,49367.0,55819.0
1993,1,19,1993,1,20,1993,1,20,1993,1,21,1300.0,0.0,0.0,433.3333333333333,400.0,251.66114784235833,700.0,433.3333333333333,400.0,251.66114784235833,200.0,700.0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,900.0,1300.0,11292.0,25423.0,13156.0,47052.0,63256.0,49367.0
1993,1,20,1993,1,21,1993,1,21,1993,1,22,900.0,0.0,0.0,450.0,450.0,353.5533905932738,700.0,450.0,450.0,353.5533905932738,200.0,700.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4400.0,900.0,1300.0,11292.0,25423.0,13156.0,47052.0,63256.0
1993,1,21,1993,1,22,1993,1,22,1993,1,23,4400.0,0.0,0.0,880.0,1000.0,268.32815729997475,1100.0,880.0,1000.0,268.32815729997475,500.0,1100.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,24293.0,4400.0,900.0,1300.0,11292.0,25423.0,13156.0,47052.0
1993,1,22,1993,1,23,1993,1,23,1993,1,24,24293.0,0.0,0.0,5218.6,400.0,7488.503174867458,7968.0,4858.6,400.0,6983.900758172326,200.0,16125.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,16340.0,24293.0,4400.0,900.0,1300.0,11292.0,25423.0,13156.0
1993,1,23,1993,1,24,1993,1,24,1993,1,25,16340.0,0.0,0.0,6077.0,800.0,10890.190509505945,300.0,4085.0,800.0,6907.838542795665,300.0,14440.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,88170.0,16340.0,24293.0,4400.0,900.0,1300.0,11292.0,25423.0
1993,1,24,1993,1,25,1993,1,25,1993,1,26,88170.0,0.0,0.0,21300.5,700.0,32785.0510065182,53743.0,14695.0,700.0,22424.797336876873,200.0,49752.0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,2100.0,88170.0,16340.0,24293.0,4400.0,900.0,1300.0,11292.0
1993,1,25,1993,1,26,1993,1,26,1993,1,27,2100.0,0.0,0.0,700.0,900.0,435.88989435406734,200.0,700.0,900.0,435.88989435406734,200.0,1000.0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,57296.0,2100.0,88170.0,16340.0,24293.0,4400.0,900.0,1300.0
1993,1,26,1993,1,27,1993,1,27,1993,1,28,57296.0,0.0,0.0,20573.14285714286,1100.0,34146.88618516859,200.0,8185.142857142857,1100.0,9696.723440224046,200.0,21899.0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3800.0,57296.0,2100.0,88170.0,16340.0,24293.0,4400.0,900.0
1993,1,27,1993,1,28,1993,1,28,1993,1,29,3800.0,0.0,0.0,760.0,800.0,270.1851217221259,400.0,760.0,800.0,270.1851217221259,400.0,1100.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1100.0,3800.0,57296.0,2100.0,88170.0,16340.0,24293.0,4400.0
1993,1,28,1993,1,29,1993,1,29,1993,1,30,1100.0,0.0,0.0,275.0,200.0,150.0,200.0,275.0,200.0,150.0,200.0,500.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,56283.0,1100.0,3800.0,57296.0,2100.0,88170.0,16340.0,24293.0
1993,1,29,1993,1,30,1993,1,30,1993,1,31,56283.0,0.0,0.0,14320.75,9291.5,17930.201400151644,38400.0,14070.75,8991.5,17715.983995157218,300.0,38000.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2100.0,56283.0,1100.0,3800.0,57296.0,2100.0,88170.0,16340.0
